date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newAdmissions,cumAdmissions,hospitalCases,covidOccupiedMVBeds,newTestsByPublishDate,cumTestsByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
2021-09-11,Scotland,4298.0,498745.0,132.0,32991.0,984.0,83.0,55646.0,9639770.0,10.0,8242.0,150.8,21.0,8328.0,152.4,4140616.0,3777461.0
2021-09-12,Scotland,5912.0,504650.0,138.0,33129.0,1023.0,90.0,40749.0,9680519.0,0.0,8242.0,150.8,22.0,8350.0,152.8,4142783.0,3785214.0
2021-09-13,Scotland,4241.0,508882.0,175.0,33304.0,1048.0,90.0,31837.0,9712356.0,0.0,8242.0,150.8,21.0,8371.0,153.1,4144904.0,3788551.0
2021-09-14,Scotland,3375.0,512312.0,159.0,33463.0,1065.0,89.0,57383.0,9769739.0,21.0,8263.0,151.2,20.0,8391.0,153.5,4146847.0,3791597.0
2021-09-15,Scotland,4917.0,517216.0,171.0,33634.0,1079.0,91.0,0.0,9769739.0,30.0,8293.0,151.7,23.0,8414.0,153.9,4148734.0,3795897.0
2021-09-16,Scotland,0.0,517216.0,159.0,33793.0,1054.0,94.0,60077.0,9842019.0,26.0,8319.0,152.2,16.0,8430.0,154.2,4150157.0,3798938.0
2021-09-17,Scotland,5529.0,523095.0,143.0,33936.0,1037.0,87.0,77358.0,9915374.0,30.0,8349.0,152.7,24.0,8454.0,154.7,4151735.0,3802183.0
2021-09-18,Scotland,6116.0,529207.0,115.0,34051.0,1051.0,99.0,45985.0,9961354.0,27.0,8376.0,153.2,21.0,8475.0,155.0,4155048.0,3806980.0
2021-09-19,Scotland,3833.0,533038.0,103.0,34154.0,1074.0,100.0,29098.0,9990452.0,2.0,8378.0,153.3,28.0,8503.0,155.6,4157613.0,3810775.0
2021-09-20,Scotland,2917.0,535955.0,150.0,34304.0,1088.0,97.0,26593.0,10016987.0,0.0,8378.0,153.3,20.0,8523.0,155.9,4160835.0,3813547.0
2021-09-21,Scotland,2870.0,538819.0,120.0,34424.0,1107.0,94.0,49597.0,10066584.0,18.0,8396.0,153.6,21.0,8544.0,156.3,4163235.0,3815907.0
2021-09-22,Scotland,3598.0,542411.0,107.0,34531.0,1076.0,82.0,53811.0,10120395.0,31.0,8427.0,154.2,31.0,8575.0,156.9,4166056.0,3818428.0
2021-09-23,Scotland,4024.0,546426.0,134.0,34665.0,1057.0,86.0,46217.0,10166612.0,37.0,8464.0,154.8,19.0,8594.0,157.2,4168278.0,3820182.0
2021-09-24,Scotland,3667.0,550090.0,110.0,34775.0,1011.0,79.0,40397.0,10207009.0,50.0,8514.0,155.8,22.0,8616.0,157.6,4172573.0,3824074.0
2021-09-25,Scotland,3261.0,553350.0,88.0,34863.0,1004.0,80.0,30652.0,10237121.0,18.0,8532.0,156.1,21.0,8637.0,158.0,4176832.0,3827110.0
2021-09-26,Scotland,2556.0,555906.0,83.0,34946.0,1003.0,79.0,23553.0,10261214.0,2.0,8534.0,156.1,20.0,8657.0,158.4,4181617.0,3829881.0
2021-09-27,Scotland,2069.0,557970.0,117.0,35063.0,1023.0,76.0,23901.0,10285113.0,1.0,8535.0,156.1,24.0,8681.0,158.8,4184574.0,3832498.0
2021-09-28,Scotland,2370.0,560334.0,120.0,35183.0,1026.0,73.0,42361.0,10327477.0,16.0,8551.0,156.4,16.0,8697.0,159.1,4186743.0,3835013.0
2021-09-29,Scotland,2997.0,563326.0,104.0,35287.0,1020.0,71.0,46793.0,10374272.0,28.0,8579.0,157.0,25.0,8722.0,159.6,4189701.0,3837689.0
2021-09-30,Scotland,2911.0,566231.0,93.0,35380.0,998.0,74.0,40540.0,10414807.0,35.0,8614.0,157.6,16.0,8738.0,159.9,4194212.0,3840251.0
2021-10-01,Scotland,2693.0,568916.0,103.0,35483.0,983.0,65.0,37128.0,10451935.0,34.0,8648.0,158.2,19.0,8757.0,160.2,4199724.0,3843000.0
2021-10-02,Scotland,2515.0,571431.0,88.0,35571.0,965.0,66.0,28673.0,10480608.0,17.0,8665.0,158.5,23.0,8780.0,160.6,4208546.0,3845180.0
2021-10-03,Scotland,2040.0,573471.0,86.0,35657.0,965.0,71.0,19959.0,10500567.0,1.0,8666.0,158.5,15.0,8795.0,160.9,4217940.0,3847118.0
2021-10-04,Scotland,1760.0,575231.0,135.0,35792.0,1001.0,67.0,21358.0,10521925.0,0.0,8666.0,158.5,14.0,8809.0,161.2,4223719.0,3849656.0
2021-10-05,Scotland,2056.0,577282.0,110.0,35902.0,998.0,65.0,46892.0,10568754.0,21.0,8687.0,158.9,23.0,8832.0,161.6,4229178.0,3852067.0
2021-10-06,Scotland,3055.0,580332.0,86.0,35988.0,988.0,68.0,42191.0,10610944.0,34.0,8721.0,159.5,13.0,8845.0,161.8,4235075.0,3854847.0
2021-10-07,Scotland,2691.0,583019.0,119.0,36107.0,980.0,69.0,35891.0,10646970.0,39.0,8760.0,160.3,19.0,8864.0,162.2,4240984.0,3857442.0
2021-10-08,Scotland,2627.0,585647.0,108.0,36215.0,957.0,64.0,31935.0,10678905.0,16.0,8773.0,160.5,14.0,8878.0,162.4,4246101.0,3859839.0
2021-10-09,Scotland,2417.0,588062.0,95.0,36310.0,943.0,61.0,29419.0,10708324.0,18.0,8791.0,160.8,17.0,8895.0,162.7,4253765.0,3861899.0
2021-10-10,Scotland,2363.0,590424.0,76.0,36386.0,935.0,54.0,21229.0,10729553.0,1.0,8792.0,160.8,14.0,8909.0,163.0,4261124.0,3864670.0
2021-10-11,Scotland,2297.0,592721.0,90.0,36476.0,933.0,56.0,19394.0,10748947.0,0.0,8792.0,160.8,22.0,8931.0,163.4,4265755.0,3866372.0
2021-10-12,Scotland,1908.0,594623.0,101.0,36577.0,935.0,51.0,35728.0,10784675.0,27.0,8819.0,161.3,16.0,8947.0,163.7,4270126.0,3868656.0
2021-10-13,Scotland,2581.0,597199.0,87.0,36664.0,918.0,51.0,40239.0,10624912.0,30.0,8849.0,161.9,19.0,8966.0,164.0,4275208.0,3871406.0
2021-10-14,Scotland,2639.0,599837.0,117.0,36781.0,908.0,50.0,35536.0,10860308.0,29.0,8878.0,162.4,20.0,8986.0,164.4,4278937.0,3873790.0
2021-10-15,Scotland,2762.0,602524.0,126.0,36907.0,848.0,45.0,28984.0,10889294.0,32.0,8907.0,163.0,16.0,9002.0,164.7,4282132.0,3875966.0
2021-10-16,Scotland,2581.0,605104.0,82.0,36989.0,841.0,47.0,27944.0,10917236.0,21.0,8928.0,163.3,18.0,9020.0,165.0,4286044.0,3877849.0
2021-10-17,Scotland,2666.0,607767.0,72.0,37061.0,829.0,45.0,20113.0,10937349.0,2.0,8930.0,163.4,15.0,9035.0,165.3,4289119.0,3879942.0
2021-10-18,Scotland,2194.0,609959.0,124.0,37185.0,857.0,44.0,21032.0,10958381.0,0.0,8930.0,163.4,15.0,9050.0,165.6,4291650.0,3881744.0
2021-10-19,Scotland,2459.0,612416.0,130.0,37315.0,869.0,46.0,41556.0,10999937.0,24.0,8954.0,163.8,9.0,9059.0,165.7,4294116.0,3883886.0
2021-10-20,Scotland,2768.0,615182.0,122.0,37437.0,890.0,51.0,33741.0,11033678.0,26.0,8980.0,164.3,16.0,9075.0,166.0,4297028.0,3886176.0
2021-10-21,Scotland,2355.0,617536.0,101.0,37538.0,917.0,58.0,35188.0,11068865.0,32.0,9012.0,164.9,22.0,9097.0,166.4,4299649.0,3888408.0
2021-10-22,Scotland,2902.0,620433.0,112.0,37650.0,894.0,60.0,30051.0,11098921.0,19.0,9031.0,165.2,16.0,9113.0,166.7,4302382.0,3890477.0
2021-10-23,Scotland,2403.0,622836.0,82.0,37732.0,896.0,61.0,26807.0,11125728.0,0.0,9031.0,165.2,23.0,9136.0,167.1,4305582.0,3892224.0
2021-10-24,Scotland,2528.0,625363.0,72.0,37804.0,899.0,58.0,23055.0,11148778.0,21.0,9052.0,165.6,21.0,9157.0,167.5,4308371.0,3895239.0
2021-10-25,Scotland,2239.0,627596.0,126.0,37930.0,902.0,57.0,20897.0,11169675.0,0.0,9052.0,165.6,8.0,9165.0,167.7,4309932.0,3897133.0
2021-10-26,Scotland,2262.0,629849.0,118.0,38048.0,917.0,59.0,30805.0,11200480.0,20.0,9072.0,166.0,19.0,9184.0,168.0,4311339.0,3899153.0
2021-10-27,Scotland,2566.0,632397.0,117.0,38165.0,925.0,57.0,37368.0,11237848.0,27.0,9099.0,166.5,14.0,9198.0,168.3,4312204.0,3900427.0
2021-10-28,Scotland,2153.0,634544.0,113.0,38278.0,932.0,58.0,38122.0,11275970.0,20.0,9119.0,166.8,20.0,9218.0,168.6,4314144.0,3903299.0
2021-10-29,Scotland,2732.0,637266.0,105.0,38383.0,932.0,60.0,43735.0,11319704.0,24.0,9143.0,167.3,19.0,9237.0,169.0,4315802.0,3905177.0
2021-10-30,Scotland,3867.0,641121.0,77.0,38460.0,927.0,65.0,27809.0,11347511.0,20.0,9163.0,167.6,16.0,9253.0,169.3,4317601.0,3907056.0
2021-10-31,Scotland,2513.0,643632.0,82.0,38542.0,910.0,64.0,20414.0,11367925.0,0.0,9163.0,167.6,16.0,9269.0,169.6,4318783.0,3908244.0
2021-11-01,Scotland,2065.0,645697.0,128.0,38670.0,932.0,68.0,15662.0,11383587.0,0.0,9163.0,167.6,27.0,9296.0,170.1,4320370.0,3910253.0
2021-11-02,Scotland,2010.0,647689.0,107.0,38777.0,939.0,63.0,49462.0,11432956.0,26.0,9189.0,168.1,13.0,9309.0,170.3,4321770.0,3911823.0
2021-11-03,Scotland,3495.0,651169.0,91.0,38868.0,942.0,63.0,43649.0,11476508.0,20.0,9209.0,168.5,16.0,9325.0,170.6,4318790.0,3911105.0
2021-11-04,Scotland,2823.0,653975.0,89.0,38957.0,904.0,63.0,16950.0,11506849.0,33.0,9242.0,169.1,22.0,9347.0,171.0,4319877.0,3912518.0
2021-11-05,Scotland,2389.0,656497.0,93.0,39050.0,851.0,59.0,39152.0,11545985.0,25.0,9267.0,169.5,17.0,9364.0,171.3,4321350.0,3914397.0
2021-11-06,Scotland,3249.0,659738.0,62.0,39112.0,832.0,55.0,27540.0,11573527.0,24.0,9291.0,170.0,17.0,9381.0,171.6,4322157.0,3915116.0
2021-11-07,Scotland,2908.0,662644.0,81.0,39193.0,802.0,57.0,6457.0,11592778.0,2.0,9293.0,170.0,12.0,9393.0,171.8,4323549.0,3917210.0
2021-11-08,Scotland,2012.0,664654.0,103.0,39296.0,788.0,54.0,19459.0,11612237.0,0.0,9293.0,170.0,12.0,9405.0,172.1,4324440.0,3918528.0
2021-11-09,Scotland,2233.0,666880.0,102.0,39398.0,764.0,57.0,44434.0,11656668.0,20.0,9313.0,170.4,6.0,9411.0,172.2,4325307.0,3920006.0
2021-11-10,Scotland,3852.0,670729.0,83.0,39481.0,790.0,61.0,42983.0,11699645.0,19.0,9332.0,170.7,14.0,9425.0,172.4,4326392.0,3921971.0
2021-11-11,Scotland,3340.0,674062.0,100.0,39581.0,773.0,60.0,36048.0,11735695.0,26.0,9358.0,171.2,8.0,9433.0,172.6,4325523.0,3922893.0
2021-11-12,Scotland,3349.0,677408.0,88.0,39669.0,759.0,55.0,32079.0,11767773.0,17.0,9375.0,171.5,17.0,9450.0,172.9,4326637.0,3924305.0
2021-11-13,Scotland,3052.0,680455.0,51.0,39720.0,773.0,53.0,31384.0,11799157.0,13.0,9388.0,171.8,10.0,9460.0,173.1,4327340.0,3924870.0
2021-11-14,Scotland,3077.0,683530.0,74.0,39794.0,759.0,51.0,19898.0,11819055.0,1.0,9389.0,171.8,15.0,9475.0,173.3,4330321.0,3929012.0
2021-11-15,Scotland,2288.0,685815.0,89.0,39883.0,771.0,57.0,22733.0,11841786.0,0.0,9389.0,171.8,19.0,9494.0,173.7,4331574.0,3930317.0
2021-11-16,Scotland,2771.0,688582.0,106.0,39989.0,779.0,57.0,40412.0,11882165.0,17.0,9406.0,172.1,5.0,9499.0,173.8,4332835.0,3931709.0
2021-11-17,Scotland,3360.0,691939.0,74.0,40063.0,774.0,57.0,45338.0,12015150.0,13.0,9419.0,172.3,12.0,9511.0,174.0,4334346.0,3933493.0
2021-11-18,Scotland,3235.0,695877.0,83.0,40146.0,786.0,63.0,35108.0,12050258.0,29.0,9448.0,172.9,9.0,9520.0,174.2,4335881.0,3935095.0
2021-11-19,Scotland,3090.0,698962.0,67.0,40213.0,785.0,64.0,31575.0,12081834.0,19.0,9467.0,173.2,9.0,9529.0,174.3,4337089.0,3936594.0
2021-11-20,Scotland,2756.0,701719.0,50.0,40263.0,792.0,62.0,29268.0,12111102.0,11.0,9478.0,173.4,10.0,9539.0,174.5,4338322.0,3937949.0
2021-11-21,Scotland,2677.0,704395.0,52.0,40315.0,752.0,58.0,23083.0,12134185.0,0.0,9478.0,173.4,9.0,9548.0,174.7,4339277.0,3939128.0
2021-11-22,Scotland,2481.0,706874.0,90.0,40405.0,750.0,59.0,23306.0,12157488.0,0.0,9478.0,173.4,15.0,9563.0,175.0,4340162.0,3940314.0
2021-11-23,Scotland,2527.0,709399.0,64.0,40469.0,743.0,60.0,41801.0,12199289.0,17.0,9495.0,173.7,12.0,9575.0,175.2,4341224.0,3941715.0
2021-11-24,Scotland,3080.0,712474.0,97.0,40566.0,708.0,66.0,43011.0,12242300.0,9.0,9504.0,173.9,6.0,9581.0,175.3,4342107.0,3942927.0
2021-11-25,Scotland,2932.0,715399.0,77.0,40643.0,721.0,59.0,33776.0,12276077.0,20.0,9524.0,174.2,10.0,9591.0,175.5,4343208.0,3944225.0
2021-11-26,Scotland,2888.0,718285.0,63.0,40706.0,734.0,60.0,29800.0,12305876.0,21.0,9545.0,174.6,15.0,9606.0,175.7,4344043.0,3945451.0
2021-11-27,Scotland,2287.0,720572.0,61.0,40767.0,727.0,53.0,24918.0,12330793.0,17.0,9562.0,174.9,13.0,9619.0,176.0,4344985.0,3946514.0
2021-11-28,Scotland,2177.0,722742.0,53.0,40820.0,709.0,55.0,22133.0,12352926.0,0.0,9562.0,174.9,16.0,9635.0,176.3,4345855.0,3948483.0
2021-11-29,Scotland,2244.0,724983.0,91.0,40911.0,715.0,52.0,23761.0,12376687.0,0.0,9562.0,174.9,11.0,9646.0,176.5,4346736.0,3949736.0
2021-11-30,Scotland,2569.0,727549.0,71.0,40982.0,706.0,54.0,37518.0,12414166.0,10.0,9572.0,175.1,3.0,9649.0,176.5,4347880.0,3951364.0
2021-12-01,Scotland,2796.0,730331.0,70.0,41052.0,702.0,54.0,42819.0,12456982.0,19.0,9591.0,175.5,14.0,9663.0,176.8,4349058.0,3953170.0
2021-12-02,Scotland,3002.0,733329.0,61.0,41113.0,680.0,48.0,34445.0,12491427.0,27.0,9618.0,176.0,12.0,9675.0,177.0,4350133.0,3954992.0
2021-12-03,Scotland,2432.0,735750.0,51.0,41164.0,652.0,46.0,22975.0,12514405.0,16.0,9634.0,176.3,7.0,9682.0,177.1,4351214.0,3956719.0
2021-12-04,Scotland,1257.0,737003.0,57.0,41221.0,605.0,50.0,29017.0,12543422.0,14.0,9648.0,176.5,12.0,9694.0,177.4,4352104.0,3958162.0
2021-12-05,Scotland,2607.0,739610.0,59.0,41280.0,583.0,46.0,32166.0,12575588.0,1.0,9649.0,176.5,8.0,9702.0,177.5,4354064.0,3960681.0
2021-12-06,Scotland,3894.0,743496.0,90.0,41370.0,591.0,43.0,35562.0,12611150.0,0.0,9649.0,176.5,13.0,9715.0,177.7,4355063.0,3962203.0
2021-12-07,Scotland,3060.0,746549.0,90.0,41460.0,576.0,38.0,40401.0,12651551.0,12.0,9661.0,176.7,18.0,9733.0,178.1,4357567.0,3965437.0
2021-12-08,Scotland,3077.0,749620.0,74.0,41534.0,581.0,42.0,42387.0,12693937.0,11.0,9672.0,176.9,10.0,9743.0,178.2,4358725.0,3967477.0
2021-12-09,Scotland,3196.0,752805.0,96.0,41630.0,578.0,39.0,57764.0,12751701.0,16.0,9688.0,177.2,9.0,9752.0,178.4,4359959.0,3969494.0
2021-12-10,Scotland,5018.0,757813.0,64.0,41694.0,573.0,40.0,44390.0,12796087.0,19.0,9707.0,177.6,7.0,9759.0,178.5,4361197.0,3971488.0
2021-12-11,Scotland,4087.0,761889.0,41.0,41735.0,552.0,33.0,42057.0,12838144.0,12.0,9719.0,177.8,8.0,9767.0,178.7,4362468.0,3973761.0
2021-12-12,Scotland,4002.0,765889.0,44.0,41779.0,541.0,37.0,34138.0,12872282.0,0.0,9719.0,177.8,8.0,9775.0,178.8,4364519.0,3976670.0
2021-12-13,Scotland,3756.0,769642.0,85.0,41864.0,561.0,39.0,29558.0,12901839.0,0.0,9719.0,177.8,5.0,9780.0,178.9,4363074.0,3978208.0
2021-12-14,Scotland,3117.0,772738.0,74.0,41938.0,541.0,38.0,61011.0,12962849.0,6.0,9725.0,177.9,8.0,9788.0,179.1,4364802.0,3981180.0
2021-12-15,Scotland,5155.0,777885.0,83.0,42021.0,544.0,38.0,60162.0,13023011.0,22.0,9746.0,178.3,6.0,9794.0,179.2,4366439.0,3983975.0
2021-12-16,Scotland,5951.0,783828.0,86.0,42107.0,532.0,34.0,47082.0,13070093.0,18.0,9764.0,178.6,7.0,9801.0,179.3,4367798.0,3986305.0
2021-12-17,Scotland,4336.0,788156.0,73.0,42180.0,522.0,33.0,53472.0,13123565.0,7.0,9771.0,178.8,6.0,9807.0,179.4,4369398.0,3988961.0
2021-12-18,Scotland,5917.0,794062.0,55.0,42235.0,494.0,34.0,47382.0,13170947.0,9.0,9780.0,178.9,7.0,9814.0,179.5,4371171.0,3991879.0
2021-12-19,Scotland,5924.0,799970.0,53.0,42288.0,504.0,38.0,49213.0,13220160.0,1.0,9781.0,178.9,6.0,9820.0,179.7,4372129.0,3993642.0
2021-12-20,Scotland,6734.0,806695.0,109.0,42397.0,516.0,38.0,39493.0,13259652.0,0.0,9781.0,178.9,11.0,9831.0,179.9,4373917.0,3997192.0
2021-12-21,Scotland,5242.0,811927.0,81.0,42478.0,515.0,37.0,52022.0,13311675.0,9.0,9790.0,179.1,9.0,9840.0,180.0,4375588.0,4000171.0
2021-12-22,Scotland,5967.0,814359.0,101.0,42579.0,536.0,40.0,54863.0,13366536.0,11.0,9801.0,179.3,7.0,9847.0,180.2,4377002.0,4003377.0
2021-12-23,Scotland,6215.0,824088.0,90.0,42669.0,540.0,38.0,55780.0,13422316.0,11.0,9812.0,179.5,5.0,9852.0,180.2,4378172.0,4006076.0
2021-12-24,Scotland,7076.0,831158.0,94.0,42763.0,524.0,36.0,52645.0,13474961.0,10.0,9822.0,179.7,5.0,9857.0,180.3,4378172.0,4006076.0
2021-12-25,Scotland,8252.0,839391.0,66.0,42829.0,527.0,33.0,53921.0,13528882.0,10.0,9832.0,179.9,8.0,9865.0,180.5,4378172.0,4006076.0
2021-12-26,Scotland,11030.0,850411.0,103.0,42932.0,528.0,35.0,35898.0,13564780.0,0.0,9832.0,179.9,2.0,9867.0,180.5,4378172.0,4006076.0
2021-12-27,Scotland,10562.0,860964.0,130.0,43062.0,555.0,37.0,34474.0,13599254.0,0.0,9832.0,179.9,9.0,9876.0,180.7,4379460.0,4008222.0
2021-12-28,Scotland,9360.0,870304.0,140.0,43202.0,599.0,37.0,63238.0,13662492.0,1.0,9833.0,179.9,13.0,9889.0,180.9,4380108.0,4009886.0
2021-12-29,Scotland,15849.0,886065.0,154.0,43356.0,679.0,36.0,71612.0,13734106.0,3.0,9836.0,179.9,9.0,9898.0,181.1,4381226.0,4012490.0
2021-12-30,Scotland,16857.0,902889.0,156.0,43512.0,811.0,34.0,60818.0,13794923.0,9.0,9845.0,180.1,9.0,9907.0,181.2,4382665.0,4015376.0
2021-12-31,Scotland,11962.0,914841.0,182.0,43694.0,859.0,36.0,0.0,13794923.0,13.0,9858.0,180.4,9.0,9916.0,181.4,4383209.0,4017043.0
2022-01-01,Scotland,17065.0,931852.0,118.0,43812.0,897.0,34.0,0.0,13794923.0,8.0,9866.0,180.5,9.0,9925.0,181.6,4383212.0,4017045.0
2022-01-02,Scotland,14080.0,945871.0,141.0,43953.0,953.0,36.0,65860.0,13985739.0,0.0,9866.0,180.5,7.0,9932.0,181.7,4383212.0,4017051.0
2022-01-03,Scotland,20217.0,966027.0,143.0,44096.0,1033.0,38.0,56290.0,14042029.0,0.0,9866.0,180.5,7.0,9939.0,181.8,4384343.0,4022821.0
2022-01-04,Scotland,17259.0,983270.0,168.0,44264.0,1152.0,42.0,69327.0,14111356.0,1.0,9867.0,180.5,18.0,9957.0,182.2,4385227.0,4026878.0
2022-01-05,Scotland,16103.0,999324.0,146.0,44410.0,1223.0,42.0,57217.0,14168575.0,5.0,9872.0,180.6,9.0,9966.0,182.3,4387192.0,4033635.0
2022-01-06,Scotland,11360.0,1010660.0,155.0,44565.0,1267.0,43.0,78300.0,14246875.0,18.0,9890.0,180.9,17.0,9983.0,182.6,4388543.0,4037434.0
2022-01-07,Scotland,14486.0,1025063.0,136.0,44701.0,1323.0,48.0,57907.0,14304782.0,15.0,9905.0,181.2,10.0,9993.0,182.8,4390076.0,4041550.0
2022-01-08,Scotland,12602.0,1037622.0,124.0,44825.0,1356.0,47.0,38423.0,14343205.0,26.0,9931.0,181.7,13.0,10006.0,183.1,4391558.0,4045667.0
2022-01-09,Scotland,7561.0,1045109.0,138.0,44963.0,1376.0,53.0,47019.0,14390224.0,3.0,9934.0,181.7,11.0,10017.0,183.3,4392694.0,4048656.0
2022-01-10,Scotland,11827.0,1056837.0,155.0,45118.0,1432.0,54.0,43739.0,14433962.0,0.0,9934.0,181.7,14.0,10031.0,183.5,4393689.0,4051635.0
2022-01-11,Scotland,10392.0,1067028.0,,,1479.0,54.0,46737.0,14480699.0,16.0,9950.0,182.0,4.0,10035.0,183.6,4394756.0,4054752.0
2022-01-12,Scotland,7606.0,1074591.0,,,1537.0,59.0,41066.0,14521700.0,21.0,9971.0,182.4,2.0,10037.0,183.6,4395793.0,4057606.0
2022-01-13,Scotland,5186.0,1079729.0,,,1560.0,58.0,38550.0,14560255.0,26.0,9997.0,182.9,1.0,10038.0,183.6,4396802.0,4060859.0
2022-01-14,Scotland,5977.0,1085696.0,,,1544.0,50.0,,,41.0,10038.0,183.6,,,,,
2020-03-01,Northern Ireland,,,,,11.0,,,,,,,,,,,
2020-03-02,Northern Ireland,,,1.0,1.0,12.0,,,,,,,,,,,
2020-03-03,Northern Ireland,,,0.0,1.0,12.0,,,,,,,,,,,
2020-03-04,Northern Ireland,,,0.0,1.0,12.0,,,,,,,,,,,
2020-03-05,Northern Ireland,,,1.0,2.0,13.0,,,,,,,,,,,
2020-03-06,Northern Ireland,2.0,2.0,3.0,5.0,16.0,,,,,,,,,,,
2020-03-07,Northern Ireland,2.0,4.0,0.0,5.0,16.0,,,,,,,,,,,
2020-03-08,Northern Ireland,5.0,9.0,0.0,5.0,16.0,,,,,,,,,,,
2020-03-09,Northern Ireland,3.0,12.0,1.0,6.0,17.0,,,,,,,,,,,
2020-03-10,Northern Ireland,0.0,16.0,4.0,10.0,21.0,,,,,,,,,,,
2020-03-11,Northern Ireland,2.0,18.0,4.0,14.0,25.0,,,,,,,,,,,
2020-03-12,Northern Ireland,1.0,19.0,3.0,17.0,28.0,,,,,,,,,,,
2020-03-13,Northern Ireland,10.0,29.0,2.0,19.0,29.0,,,,,,,,,,,
2020-03-14,Northern Ireland,5.0,34.0,2.0,21.0,31.0,,,,,,,,,,,
2020-03-15,Northern Ireland,11.0,45.0,1.0,22.0,31.0,,,,,,,,,,,
2020-03-16,Northern Ireland,7.0,52.0,4.0,26.0,35.0,,,,,,,,,,,
2020-03-17,Northern Ireland,10.0,62.0,5.0,31.0,37.0,,,,,,,,,,,
2020-03-18,Northern Ireland,6.0,68.0,8.0,39.0,43.0,,,,,,,1.0,1.0,0.1,,
2020-03-19,Northern Ireland,9.0,77.0,5.0,44.0,44.0,,,,,1.0,0.1,1.0,2.0,0.1,,
2020-03-20,Northern Ireland,9.0,86.0,12.0,56.0,56.0,,,,,1.0,0.1,0.0,2.0,0.1,,
2020-03-21,Northern Ireland,22.0,108.0,15.0,71.0,70.0,,,,1.0,2.0,0.1,1.0,3.0,0.2,,
2020-03-22,Northern Ireland,20.0,128.0,10.0,81.0,77.0,,,,0.0,2.0,0.1,1.0,4.0,0.2,,
2020-03-23,Northern Ireland,20.0,148.0,18.0,99.0,87.0,6.0,,,1.0,3.0,0.2,5.0,9.0,0.5,,
2020-03-24,Northern Ireland,24.0,172.0,15.0,114.0,94.0,2.0,,,2.0,5.0,0.3,2.0,11.0,0.6,,
2020-03-25,Northern Ireland,37.0,209.0,29.0,143.0,116.0,10.0,,,2.0,7.0,0.4,4.0,15.0,0.8,,
2020-03-26,Northern Ireland,32.0,241.0,28.0,171.0,140.0,10.0,,,3.0,10.0,0.5,2.0,17.0,0.9,,
2020-03-27,Northern Ireland,34.0,275.0,30.0,201.0,158.0,15.0,,,3.0,13.0,0.7,3.0,20.0,1.1,,
2020-03-28,Northern Ireland,49.0,324.0,37.0,238.0,188.0,19.0,,,2.0,15.0,0.8,8.0,28.0,1.5,,
2020-03-29,Northern Ireland,86.0,410.0,34.0,272.0,207.0,26.0,,,6.0,21.0,1.1,4.0,32.0,1.7,,
2020-03-30,Northern Ireland,123.0,533.0,35.0,307.0,227.0,25.0,,,1.0,22.0,1.2,4.0,36.0,1.9,,
2020-03-31,Northern Ireland,53.0,586.0,43.0,350.0,252.0,32.0,,,6.0,28.0,1.5,5.0,41.0,2.2,,
2020-04-01,Northern Ireland,103.0,689.0,45.0,395.0,280.0,46.0,,,2.0,30.0,1.6,4.0,45.0,2.4,,
2020-04-02,Northern Ireland,85.0,774.0,44.0,439.0,305.0,47.0,,,6.0,36.0,1.9,10.0,55.0,2.9,,
2020-04-03,Northern Ireland,130.0,904.0,44.0,483.0,306.0,46.0,,,12.0,48.0,2.5,10.0,65.0,3.4,,
2020-04-04,Northern Ireland,94.0,998.0,41.0,524.0,330.0,45.0,,,8.0,56.0,3.0,9.0,74.0,3.9,,
2020-04-05,Northern Ireland,91.0,1089.0,29.0,553.0,330.0,44.0,,,7.0,63.0,3.3,11.0,85.0,4.5,,
2020-04-06,Northern Ireland,69.0,1158.0,42.0,595.0,346.0,44.0,,,7.0,70.0,3.7,6.0,91.0,4.8,,
2020-04-07,Northern Ireland,97.0,1255.0,39.0,634.0,354.0,49.0,,,3.0,73.0,3.9,8.0,99.0,5.2,,
2020-04-08,Northern Ireland,84.0,1339.0,32.0,666.0,357.0,46.0,,,5.0,78.0,4.1,4.0,103.0,5.4,,
2020-04-09,Northern Ireland,138.0,1477.0,33.0,699.0,347.0,44.0,,,4.0,82.0,4.3,18.0,121.0,6.4,,
2020-04-10,Northern Ireland,112.0,1589.0,20.0,719.0,317.0,48.0,,,10.0,92.0,4.9,11.0,132.0,7.0,,
2020-04-11,Northern Ireland,128.0,1717.0,22.0,741.0,318.0,48.0,,,15.0,107.0,5.6,11.0,143.0,7.5,,
2020-04-12,Northern Ireland,89.0,1806.0,22.0,763.0,316.0,46.0,,,11.0,118.0,6.2,16.0,159.0,8.4,,
2020-04-13,Northern Ireland,76.0,1882.0,17.0,780.0,308.0,39.0,,,6.0,124.0,6.5,7.0,166.0,8.8,,
2020-04-14,Northern Ireland,85.0,1967.0,22.0,802.0,296.0,38.0,,,10.0,134.0,7.1,12.0,178.0,9.4,,
2020-04-15,Northern Ireland,121.0,2088.0,23.0,825.0,278.0,36.0,,,6.0,140.0,7.4,16.0,194.0,10.2,,
